timestamp,high,low,open,volumefrom,volume,close,conversionType,conversionSymbol
2017-01-01 00:00:00+00:00,1001.61,956.1,963.38,41148.52,40570922.99,995.44,direct,
2017-01-02 00:00:00+00:00,1031.68,990.2,995.44,64951.63,66038073.34,1017.05,direct,
2017-01-03 00:00:00+00:00,1035.47,1006.53,1017.05,54788.01,56085870.7,1033.3,direct,
2017-01-04 00:00:00+00:00,1148.54,1022.32,1033.3,156272.17,170584623.04,1135.41,direct,
2017-01-05 00:00:00+00:00,1150.63,874.53,1135.41,240007.84,244839289.77,989.35,direct,
2017-01-06 00:00:00+00:00,1027.42,852.55,989.35,194290.96,179160668.84,886.16,direct,
2017-01-07 00:00:00+00:00,900.86,806.66,886.16,130663.09,113037531.71,888.87,direct,
2017-01-08 00:00:00+00:00,936.13,875.85,888.87,76905.99,70298340.37,900.86,direct,
2017-01-09 00:00:00+00:00,910.47,870.91,900.86,62579.5,55963281.18,899.78,direct,
2017-01-10 00:00:00+00:00,911.32,890.12,899.78,53709.46,48644106.82,904.37,direct,
2017-01-11 00:00:00+00:00,917.65,751.63,904.37,194436.54,160194109.8,785.43,direct,
2017-01-12 00:00:00+00:00,828.21,739.55,785.43,120241.76,93986701.88,810.11,direct,
2017-01-13 00:00:00+00:00,835.05,771.0,810.11,89861.97,72555875.62,824.83,direct,
2017-01-14 00:00:00+00:00,838.9,808.27,824.83,44207.74,36594482.0,819.63,direct,
2017-01-15 00:00:00+00:00,826.43,808.63,819.63,24401.41,20004735.1,821.17,direct,
2017-01-16 00:00:00+00:00,836.66,817.7,821.17,33222.93,27592899.17,827.34,direct,
2017-01-17 00:00:00+00:00,906.38,825.04,827.34,82207.99,72272727.15,899.66,direct,
2017-01-18 00:00:00+00:00,913.67,845.87,899.66,69258.17,61042392.11,872.03,direct,
2017-01-19 00:00:00+00:00,905.28,870.71,872.03,58440.87,52300814.98,895.21,direct,
2017-01-20 00:00:00+00:00,901.49,878.9,895.21,38865.48,34847130.33,892.91,direct,
2017-01-21 00:00:00+00:00,928.93,889.46,892.91,40378.21,37129176.59,919.84,direct,
2017-01-22 00:00:00+00:00,938.38,888.62,919.84,47927.32,44074299.79,918.84,direct,
2017-01-23 00:00:00+00:00,927.98,910.85,918.84,32744.43,30261054.5,921.46,direct,
2017-01-24 00:00:00+00:00,925.61,889.15,921.46,58874.32,53468911.31,893.75,direct,
2017-01-25 00:00:00+00:00,905.7,883.63,893.75,37902.18,34014866.15,894.41,direct,
2017-01-26 00:00:00+00:00,919.32,893.49,894.41,33800.2,30795685.98,915.56,direct,
2017-01-27 00:00:00+00:00,922.56,907.92,915.56,30968.49,28503144.41,918.01,direct,
2017-01-28 00:00:00+00:00,921.89,912.84,918.01,14307.36,13251844.02,918.51,direct,
2017-01-29 00:00:00+00:00,922.4,912.68,918.51,11052.31,10214368.33,914.55,direct,
2017-01-30 00:00:00+00:00,922.35,911.51,914.55,19062.15,17604172.47,920.73,direct,
2017-01-31 00:00:00+00:00,967.45,917.38,920.73,54670.21,51869216.53,965.49,direct,
2017-02-01 00:00:00+00:00,986.57,959.82,965.49,45223.3,44035816.37,982.43,direct,
2017-02-02 00:00:00+00:00,1009.13,973.5,982.43,50863.87,50633910.56,1003.97,direct,
2017-02-03 00:00:00+00:00,1023.72,989.21,1003.97,61671.88,62431017.97,1013.02,direct,
2017-02-04 00:00:00+00:00,1041.04,1000.41,1013.02,39461.62,40406542.54,1031.85,direct,
2017-02-05 00:00:00+00:00,1033.66,1004.05,1031.85,31058.49,31669956.98,1016.11,direct,
2017-02-06 00:00:00+00:00,1030.6,1010.83,1016.11,32019.82,32828350.27,1024.67,direct,
2017-02-07 00:00:00+00:00,1054.1,1019.87,1024.67,39553.25,41318349.43,1049.56,direct,
2017-02-08 00:00:00+00:00,1069.23,1020.33,1049.56,65145.12,68336320.22,1055.49,direct,
2017-02-09 00:00:00+00:00,1073.03,924.65,1055.49,146746.26,145839317.48,978.96,direct,
2017-02-10 00:00:00+00:00,1005.6,947.02,978.96,62132.99,60639111.4,997.61,direct,
2017-02-11 00:00:00+00:00,1014.32,983.93,997.61,28319.39,28504495.1,1008.32,direct,
2017-02-12 00:00:00+00:00,1007.82,992.45,1008.32,14750.39,14825023.07,996.52,direct,
2017-02-13 00:00:00+00:00,1007.61,975.1,996.52,32908.63,32785064.4,995.36,direct,
2017-02-14 00:00:00+00:00,1013.8,986.46,995.36,39537.9,39810076.3,1008.34,direct,
2017-02-15 00:00:00+00:00,1010.93,999.73,1008.34,23359.15,23569549.45,1008.19,direct,
2017-02-16 00:00:00+00:00,1040.28,1007.39,1008.19,38080.21,39114743.32,1031.93,direct,
2017-02-17 00:00:00+00:00,1057.39,1025.87,1031.93,45711.79,47815360.54,1049.41,direct,
2017-02-18 00:00:00+00:00,1063.21,1044.68,1049.41,25362.02,26856521.18,1052.28,direct,
2017-02-19 00:00:00+00:00,1056.48,1037.67,1052.28,17953.15,18876881.86,1048.89,direct,
2017-02-20 00:00:00+00:00,1081.78,1040.99,1048.89,31010.85,32959720.15,1077.56,direct,
2017-02-21 00:00:00+00:00,1123.03,1073.54,1077.56,57048.87,62908569.43,1119.03,direct,
2017-02-22 00:00:00+00:00,1132.25,1094.83,1119.03,47913.31,53647453.34,1120.46,direct,
2017-02-23 00:00:00+00:00,1181.6,1113.54,1120.46,65737.1,75663167.44,1171.91,direct,
2017-02-24 00:00:00+00:00,1211.74,1092.41,1171.91,108170.88,126978010.75,1176.49,direct,
2017-02-25 00:00:00+00:00,1180.01,1116.21,1176.49,45860.52,53003830.46,1149.05,direct,
2017-02-26 00:00:00+00:00,1177.47,1130.61,1149.05,30764.77,35750258.05,1171.58,direct,
2017-02-27 00:00:00+00:00,1195.82,1164.27,1171.58,35468.84,42035366.64,1188.83,direct,
2017-02-28 00:00:00+00:00,1208.22,1175.75,1188.83,50579.83,60371869.57,1189.27,direct,
2017-03-01 00:00:00+00:00,1225.04,1154.55,1189.27,51153.83,61964760.57,1222.66,direct,
2017-03-02 00:00:00+00:00,1286.98,1211.96,1222.66,78492.01,98040639.32,1255.47,direct,
2017-03-03 00:00:00+00:00,1291.35,1250.8,1255.47,67275.49,85876262.86,1283.3,direct,
2017-03-04 00:00:00+00:00,1285.78,1228.73,1283.3,38418.2,48597934.9,1264.32,direct,
2017-03-05 00:00:00+00:00,1273.28,1242.1,1264.32,25430.23,32104972.38,1271.22,direct,
2017-03-06 00:00:00+00:00,1280.61,1261.0,1271.22,31026.9,39591110.81,1277.01,direct,
2017-03-07 00:00:00+00:00,1280.89,1148.66,1277.01,87722.01,108673876.49,1232.69,direct,
2017-03-08 00:00:00+00:00,1242.04,1136.88,1232.69,97875.25,116342973.91,1146.97,direct,
2017-03-09 00:00:00+00:00,1206.97,1129.35,1146.97,59860.55,70427061.57,1191.33,direct,
2017-03-10 00:00:00+00:00,1330.42,988.69,1191.33,190472.52,223836041.81,1112.39,direct,
2017-03-11 00:00:00+00:00,1202.69,1104.78,1112.39,70747.22,82387198.06,1179.22,direct,
2017-03-12 00:00:00+00:00,1235.46,1160.9,1179.22,44412.09,53441762.07,1225.11,direct,
2017-03-13 00:00:00+00:00,1245.63,1205.61,1225.11,60460.94,74376298.14,1238.19,direct,
2017-03-14 00:00:00+00:00,1255.52,1218.38,1238.19,45142.05,56058617.23,1243.14,direct,
2017-03-15 00:00:00+00:00,1256.95,1236.43,1243.14,43592.4,54486699.63,1253.43,direct,
2017-03-16 00:00:00+00:00,1260.24,1118.96,1253.43,132773.3,159409024.53,1172.88,direct,
2017-03-17 00:00:00+00:00,1174.9,1063.48,1172.88,163739.0,183879768.71,1071.71,direct,
2017-03-18 00:00:00+00:00,1103.61,940.18,1071.71,210424.36,212772055.65,971.38,direct,
2017-03-19 00:00:00+00:00,1063.67,967.31,971.38,106444.72,108128237.76,1022.6,direct,
2017-03-20 00:00:00+00:00,1057.5,1005.05,1022.6,61431.4,63833143.48,1047.51,direct,
2017-03-21 00:00:00+00:00,1125.53,1043.87,1047.51,92591.27,101051998.73,1121.29,direct,
2017-03-22 00:00:00+00:00,1121.88,997.78,1121.29,115286.08,120730492.05,1044.72,direct,
2017-03-23 00:00:00+00:00,1062.79,1022.02,1044.72,56517.89,58898141.13,1035.03,direct,
2017-03-24 00:00:00+00:00,1038.38,927.35,1035.03,132599.72,130042865.54,939.7,direct,
2017-03-25 00:00:00+00:00,995.96,890.43,939.7,127044.59,118395054.45,966.3,direct,
2017-03-26 00:00:00+00:00,1004.32,946.65,966.3,85332.41,83255983.42,969.44,direct,
2017-03-27 00:00:00+00:00,1048.85,961.8,969.44,91256.43,92332221.14,1045.14,direct,
2017-03-28 00:00:00+00:00,1068.41,1015.45,1045.14,80000.9,83567551.46,1044.42,direct,
2017-03-29 00:00:00+00:00,1058.66,1008.34,1044.42,68852.51,71261535.48,1041.9,direct,
2017-03-30 00:00:00+00:00,1052.66,1020.93,1041.9,74984.88,77633883.53,1037.91,direct,
2017-03-31 00:00:00+00:00,1088.2,1035.18,1037.91,90987.94,96543920.02,1079.11,direct,
2017-04-01 00:00:00+00:00,1103.74,1067.47,1079.11,50658.36,55020078.21,1086.12,direct,
2017-04-02 00:00:00+00:00,1109.48,1074.21,1086.12,70980.71,77853933.84,1097.4,direct,
2017-04-03 00:00:00+00:00,1157.87,1095.55,1097.4,98499.3,111870807.42,1147.56,direct,
2017-04-04 00:00:00+00:00,1161.19,1122.15,1147.56,70998.95,81164094.44,1141.77,direct,
2017-04-05 00:00:00+00:00,1143.84,1110.06,1141.77,69469.37,78335573.66,1129.87,direct,
2017-04-06 00:00:00+00:00,1201.55,1130.51,1129.87,92357.58,108182158.18,1188.7,direct,
2017-04-07 00:00:00+00:00,1201.23,1173.18,1188.7,59746.57,71184485.98,1190.49,direct,
2017-04-08 00:00:00+00:00,1198.22,1166.65,1190.49,33180.63,39393003.33,1180.78,direct,
2017-04-09 00:00:00+00:00,1215.1,1173.99,1180.78,45351.08,54498333.26,1204.34,direct,
2017-04-10 00:00:00+00:00,1214.87,1194.81,1204.34,40013.05,48473680.7,1206.71,direct,
2017-04-11 00:00:00+00:00,1229.57,1195.76,1206.71,37394.78,45563707.07,1220.74,direct,
2017-04-12 00:00:00+00:00,1225.46,1207.36,1220.74,44783.23,54699396.14,1212.53,direct,
2017-04-13 00:00:00+00:00,1218.66,1150.29,1212.53,66051.93,78456422.62,1176.2,direct,
2017-04-14 00:00:00+00:00,1195.4,1162.16,1176.2,47217.49,56129576.67,1177.33,direct,
2017-04-15 00:00:00+00:00,1194.85,841.53,1177.33,28384.58,33877537.21,1176.99,direct,
2017-04-16 00:00:00+00:00,1187.97,1166.74,1176.99,18930.29,22538918.55,1176.8,direct,
2017-04-17 00:00:00+00:00,1202.97,1172.81,1176.8,46483.54,56095607.39,1194.01,direct,
2017-04-18 00:00:00+00:00,1213.88,1191.14,1194.01,52747.52,64900219.25,1206.09,direct,
2017-04-19 00:00:00+00:00,1218.21,1194.08,1206.09,43347.15,53034357.1,1215.2,direct,
2017-04-20 00:00:00+00:00,1246.64,1210.67,1215.2,55194.86,69223360.98,1238.09,direct,
2017-04-21 00:00:00+00:00,1256.97,1235.56,1238.09,41344.02,52498296.85,1249.64,direct,
2017-04-22 00:00:00+00:00,1256.97,1215.78,1249.64,43814.59,55776932.72,1240.89,direct,
2017-04-23 00:00:00+00:00,1256.23,1223.06,1240.89,42608.01,54224355.75,1249.14,direct,
2017-04-24 00:00:00+00:00,1256.36,1234.86,1249.14,38542.24,49281629.32,1248.18,direct,
2017-04-25 00:00:00+00:00,1272.62,1244.21,1248.18,43885.78,56659016.28,1264.31,direct,
2017-04-26 00:00:00+00:00,1309.2,1263.0,1264.31,58908.66,77649710.39,1286.63,direct,
2017-04-27 00:00:00+00:00,1346.79,1285.3,1286.63,61771.48,83319636.4,1332.91,direct,
2017-04-28 00:00:00+00:00,1356.15,1287.62,1332.91,77569.41,104536476.71,1329.62,direct,
2017-04-29 00:00:00+00:00,1343.69,1314.15,1329.62,40969.34,55982468.15,1336.28,direct,
2017-04-30 00:00:00+00:00,1358.94,1309.66,1336.28,40643.04,55470285.83,1351.91,direct,
2017-05-01 00:00:00+00:00,1448.68,1342.78,1351.91,100438.27,144414038.52,1415.81,direct,
2017-05-02 00:00:00+00:00,1471.14,1394.83,1415.81,70004.82,103342244.97,1445.93,direct,
2017-05-03 00:00:00+00:00,1496.39,1424.05,1445.93,81717.36,122551707.4,1485.55,direct,
2017-05-04 00:00:00+00:00,1609.84,1437.11,1485.55,136711.3,213084949.56,1516.76,direct,
2017-05-05 00:00:00+00:00,1588.11,1485.01,1516.76,120379.24,188015771.96,1507.77,direct,
2017-05-06 00:00:00+00:00,1560.42,1503.93,1507.77,59602.01,92747185.54,1545.29,direct,
2017-05-07 00:00:00+00:00,1572.89,1495.18,1545.29,71355.58,111708072.42,1554.45,direct,
2017-05-08 00:00:00+00:00,1667.67,1552.86,1554.45,107226.89,174687869.23,1664.47,direct,
2017-05-09 00:00:00+00:00,1757.39,1619.97,1664.47,127228.68,219169486.19,1697.5,direct,
2017-05-10 00:00:00+00:00,1766.18,1664.99,1697.5,89679.81,156203600.07,1752.31,direct,
2017-05-11 00:00:00+00:00,1864.76,1741.54,1752.31,109009.0,198829123.41,1819.29,direct,
